original_address,lat,lon,formatted,housenumber,name,county_code,postcode,district,suburb,city,street,county,state,state_code,country,confidence_street_level,confidence_building_level,country_code,confidence_city_level,confidence,attribution,attribution_license,attribution_url
"Đường An Phú Đông 27,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.7429786,106.7109446,"12, Đường Số 27, Ho Chi Minh City, HC, Vietnam",12,,,,,,Ho Chi Minh City,Đường Số 27,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,,,
"Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.683872650000001,106.60576786330563,"UBND xã An Phú Tây, An Phu Tay - Hung Long, Xã An Phú Tây, HC 71812, Vietnam",,UBND xã An Phú Tây,,71812,,,Xã An Phú Tây,An Phu Tay - Hung Long,Xã Bình Chánh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường số 49,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.01632716049382716,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Việt,Phường Tăng Nhơn Phú A,Quận 9,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hiệp Thành 26,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.840714,106.708058,"26, Đường 26, Ho Chi Minh City, HC, Vietnam",26,,,,,,Ho Chi Minh City,Đường 26,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 7, Phường Trường Thạnh,Phường Long Trường,Quận 9,TP. Hồ Chí Minh",10.80897,106.83418,"Phường Trường Thạnh, HC, Vietnam",,,,,,,Phường Trường Thạnh,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,0.7290000000000001,0.18225000000000002,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Thạnh Lộc 49,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"49, Quản Bạch, DT, Vietnam",49,,,,,,,Quản Bạch,TP Cao Lanh,Dong Thap,DT,Vietnam,0.041666666666666664,0,vn,0.3333333333333333,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 40,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"40, Đường Thạnh Xuân 52, HC, Vietnam",40,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Lắng (Liên Xã Bàu Hưng Lợi),Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Lê Thị Chợ,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Hữu Nam,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,,Quan 9,Ho Chi Minh,HC,Vietnam,,,vn,0.2222222222222222,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kênh 10 (Bờ Phải),Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.773025,106.518945,"10, Đường kênh 3, HC, Vietnam",10,,,,,,,Đường kênh 3,Binh Chanh,Ho Chi Minh,HC,Vietnam,0.18000000000000002,0,vn,0.2,0.09000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh 8 (Bờ Phải),Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bờ Chùa,Xã Tân Quý Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 18,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"18, Đường Thạnh Xuân 52, HC, Vietnam",18,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 49,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Se,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới An 15,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Công Trừng,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường B,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018742913832199542,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Khạ,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 3,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.902585,106.684714,"3, Đường Nhị Bình 19, HC, Vietnam",3,,,,,,,Đường Nhị Bình 19,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Kiệt,Phường 16,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Nhiễu,Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Đào Cử,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D1, Phường Hiệp Phú,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",11.1305124,106.60603515,"D1, Khu phố 4, Bến Cát, 75900, Vietnam",,D1,,75900,,Khu phố 4,Bến Cát,D1,Phường Bến Cát,,,Vietnam,,,vn,,0.13891499999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 100, Khu Phố 6, Phường Tân Phú,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.7368027,106.7095385,"100, Đường số 40, Ho Chi Minh City, HC 72915, Vietnam",100,,,72915,,,Ho Chi Minh City,Đường số 40,Phường Tân Hưng,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phước Thiện,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.777931,106.65443,"2/60A, Đường Thiên Phước, Ho Chi Minh City, HC 700000, Vietnam",2/60A,,,700000,,,Ho Chi Minh City,Đường Thiên Phước,Quan 8,Ho Chi Minh,HC,Vietnam,0.025714285714285714,,vn,0.2571428571428571,0.025714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Dương Công Khi (Đường Liên Xã Tân Hiệp -Tân Thới Nhì-Xuân Thới Thượng-Vĩnh Lộc),Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.875084,106.565096,"Đường Dương Công Khi, HC, Vietnam",,,,,,,,Đường Dương Công Khi,Hoc Mon,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Phạm Văn Đồng,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.826213,106.714725,"Đường Phạm Văn Đồng, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Đường Phạm Văn Đồng,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Ngô Cát,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,Ho Chi Minh,HC,Vietnam,,,vn,,0.07777777777777779,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cây Trôm-Mỹ Khánh,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Kỳ Tân Quý,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",,,,76615,,,Bình Tân,,Xã Xuân Phú,,,Vietnam,,,vn,0.2222222222222222,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cây Bài,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8, Phường Bình Hưng Hòa,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Đông Hưng Thuận 27,Phường Đông Hưng Thuận,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,,,vn,,0.07026384083044983,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Thơi,Phường Hiệp Thành,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,Quán Tre,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Văn Mạnh,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 50,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"50, Quản Bạch, DT, Vietnam",50,,,,,,,Quản Bạch,TP Cao Lanh,Dong Thap,DT,Vietnam,0.041666666666666664,0,vn,0.3333333333333333,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Khắc Nhu,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,Ho Chi Minh City,,Quan 1,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Xã Nhơn Đức,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6737604,106.7342134,"UBND Huyện Nhà Bè, Nguyễn Bình, Nhà Bè, Vietnam",,UBND Huyện Nhà Bè,,,,,Nhà Bè,Nguyễn Bình,Xã Nhà Bè,,,Vietnam,0.03333333333333333,,vn,0.1111111111111111,0.3,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Ngọt,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 26,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,,Thu Duc,Ho Chi Minh,HC,Vietnam,,,vn,0.1111111111111111,0.018091036558257244,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhị Bình 7,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.913292,106.670313,"7, Đường Nhị Bình 7, HC, Vietnam",7,,,,,,,Đường Nhị Bình 7,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Khuyến,Phường 12,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ngô Thị Nào,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nếp,Xã Tân Thạnh Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,0.15,0.075,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 24,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.7996745,106.6508043,"Cà Phê The Wolf King, 24, Đường C18, Ho Chi Minh City, 72106, Vietnam",24,Cà Phê The Wolf King,,72106,,,Ho Chi Minh City,Đường C18,Phường Bảy Hiền,,,Vietnam,0.162,,vn,0.18,0.081,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường D2, Phường Tăng Nhơn Phú A,Phường Hiệp Phú,Quận 9,TP. Hồ Chí Minh",10.853349597137257,106.79311168303728,"Đường D2, Khu phố 15, Ho Chi Minh City, 71300, Vietnam",,Đường D2,,71300,,Khu phố 15,Ho Chi Minh City,Đường D2,Phường Tăng Nhơn Phú,,,Vietnam,,,vn,,0.12502349999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Chánh Hiệp 8,Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"8, Quản Bạch, DT, Vietnam",8,,,,,,,Quản Bạch,TP Cao Lanh,Dong Thap,DT,Vietnam,0.027777777777777776,0,vn,0.3333333333333333,0.013888888888888888,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 14,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.854578,106.745961,"14, Hẻm 14 Đường 22, Ho Chi Minh City, HC, Vietnam",14,,,,,,Ho Chi Minh City,Hẻm 14 Đường 22,Quan 8,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bùi Thị Lùng,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 4,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.784062,106.606004,"4, Hẻm 4 đường số 4, HC, Vietnam",4,,,,,,,Hẻm 4 đường số 4,Binh Tan,Ho Chi Minh,HC,Vietnam,,0,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 52,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"52, Đường Thạnh Xuân 52, HC, Vietnam",52,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Xuân 37,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"37, Đường Thạnh Xuân 52, HC, Vietnam",37,,,,,,,Đường Thạnh Xuân 52,Hoc Mon,Ho Chi Minh,HC,Vietnam,0.19999999999999998,0,vn,0.2222222222222222,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 37,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"37, Quản Bạch, DT, Vietnam",37,,,,,,,Quản Bạch,TP Cao Lanh,Dong Thap,DT,Vietnam,0.041666666666666664,0,vn,0.3333333333333333,0.01875,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Rạch Cầu Suối,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nguyễn Văn Bá,Phường Trường Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.77974385,106.69901186265822,"Saigon Notre Dame Cathedral, 1, Paris Commune Square, Saigon, Ho Chi Minh City, 71006, Vietnam",1,Saigon Notre Dame Cathedral,,71006,Khu phố 3,Saigon,Ho Chi Minh City,Paris Commune Square,,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Ai (Đường 1B),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Cửu Phú,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bình Mỹ,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Thừa,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.7824462,106.6221599,"Phụ tùng Kỳ Tân Phú, 14, Đường Phạm Văn Xảo, Ho Chi Minh City, HC 70000, Vietnam",14,Phụ tùng Kỳ Tân Phú,,70000,,,Ho Chi Minh City,Đường Phạm Văn Xảo,Phường Phú Thạnh,Ho Chi Minh,HC,Vietnam,0.11252114999999999,,vn,0.45,0.05626057499999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Kênh Trung  Ương,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Ba Sa,Xã Phước Hiệp,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 182, Phường Tăng Nhơn Phú A,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.7575427,106.6545667,"182, Duong Tu Giang, Cholon, Ho Chi Minh City, HC 72415, Vietnam",182,,,72415,,Cholon,Ho Chi Minh City,Duong Tu Giang,Phường Minh Phụng,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Thị Khai,Xã Hưng Long,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Thị Như,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Ràng,Xã Phước Lộc,Huyện Nhà Bè,TP. Hồ Chí Minh",10.710195,106.686774,"Đường Nguyễn Văn Ràng, HC, Vietnam",,,,,,,,Đường Nguyễn Văn Ràng,Nha Be,Ho Chi Minh,HC,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 22,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Trọng Tấn,Phường Long Hương,TP. Hồ Chí Minh(Mới)",10.8069392,106.61785789193299,"Trường THPT Lê Trọng Tấn, 5, Đường D2, Ho Chi Minh City, 72011, Vietnam",5,Trường THPT Lê Trọng Tấn,,72011,,,Ho Chi Minh City,Đường D2,Phường Tân Sơn Nhì,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Bình Giã,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,Ho Chi Minh,HC,Vietnam,,,vn,,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Viện,Phường Phú An,TP. Hồ Chí Minh(Mới)",10.7682303,106.6943986,"Bui Vien Street Hostel, 23;24;25, Hẻm 28 Bùi Viện, Ho Chi Minh City, 71010, Vietnam",23;24;25,Bui Vien Street Hostel,,71010,Khu phố 4,,Ho Chi Minh City,Hẻm 28 Bùi Viện,Phường Bến Thành,,,Vietnam,,,vn,,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 7,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường T14,Xã Tân Quý Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.796331,106.543767,"Binh Chanh, Vietnam",,Binh Chanh,,,,,,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,,0.4868181818181818,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Long,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Binh Chanh,Ho Chi Minh,HC,Vietnam,,,vn,0.2,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 6,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,,,vn,,0.11714876033057849,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 22,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,HC,Vietnam,,,vn,,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
