original_address,lat,lon,formatted,name,housenumber,street,district,postcode,suburb,city,county_code,county,state,confidence_building_level,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Nguyễn Trãi,Phường Cầu Ông Lãnh,TP. Hồ Chí Minh(Mới)",10.75321628492547,106.66242842151496,"Nguyen Trai, Cholon, Ho Chi Minh City, 73000, Vietnam",Nguyen Trai,,Nguyen Trai,,73000,Cholon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường ĐT 743,Phường Dĩ An,TP. Hồ Chí Minh(Mới)",10.85703,106.93935821841006,"Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2), Đường Phùng Hưng, Long Đức 3, Vietnam",Trường Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh (cơ sở 2),,Đường Phùng Hưng,,,Long Đức 3,,,Phường Tam Phước,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Xuân Thới 21,Xã Xuân Thới Sơn,TP. Hồ Chí Minh(Mới)",10.871414,106.586098,"21, Đường Xuân Thới 2, HC, Vietnam",,21,Đường Xuân Thới 2,,,,,,Hoc Mon,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Hiệp,TP. Hồ Chí Minh(Mới)",10.77155,106.62698,"Phường Hiệp Tân, HC, Vietnam",,,,,,,Phường Hiệp Tân,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Trần Minh Quyền,Phường Vườn Lài,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Đình Trọng,Phường Tân Phú,TP. Hồ Chí Minh(Mới)",10.776037,106.636237,"Đường Trịnh Đình Trọng, Ho Chi Minh City, HC, Vietnam",,,Đường Trịnh Đình Trọng,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Sỹ,Phường Nhiêu Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Nhà Bè,TP. Hồ Chí Minh(Mới)",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,,72915,,Nhà Bè,,Xã Nhà Bè,,,,Vietnam,vn,0.05555555555555555,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 138,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Ngô Chí Quốc,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.888074,106.718154,"Đường Ngô Chí Quốc, Ho Chi Minh City, HC, Vietnam",,,Đường Ngô Chí Quốc,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 26,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hưng Phú,Phường Chánh Hưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Chánh Hưng,TP. Hồ Chí Minh(Mới)",21.107261,106.392275,"Ngõ 34 KDC trần Hưng Đạo, Phường Sao đỏ, TP chí Linh, HD, Vietnam",,,"Ngõ 34 KDC trần Hưng Đạo, Phường Sao đỏ, TP chí Linh",,,,,,Chi Linh,Hai Duong,,HD,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Bắc Tân Uyên,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sơn Kỳ,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",10.808978,106.60795662021656,"Chung cư Sơn Kỳ, Phường Tây Thạnh, Vietnam",Chung cư Sơn Kỳ,,,,,,,,Phường Tây Thạnh,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Gò Vấp,TP. Hồ Chí Minh(Mới)",10.35832,106.68047,"Phường Hai, TG, Vietnam",,,,,,,Phường Hai,,Go Cong,Tien Giang,,TG,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường Trường Chinh,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",10.482140099999999,107.19276784025378,"Tòa án Nhân dân tỉnh BRVT (mới), Trường Chinh, Bà Rịa, 78107, Vietnam",Tòa án Nhân dân tỉnh BRVT (mới),,Trường Chinh,Khu phố 7,78107,,Bà Rịa,,Phường Bà Rịa,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đông Lân 10,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.84721,106.610203,"10, Đường Đông Lân 1, HC, Vietnam",,10,Đường Đông Lân 1,,,,,,Hoc Mon,Ho Chi Minh,0,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên Khu 5 - 6,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,Han Thuyen Street,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Âu Dương Lân,Phường Chánh Hưng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 420,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bà Lê Chân,Phường Xuân Hòa,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 12,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường D1,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0.45,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lã Xuân Oai,Phường Long Bình,TP. Hồ Chí Minh(Mới)",10.84489,106.786391,"Đường Lã Xuân Oai, Ho Chi Minh City, HC, Vietnam",,,Đường Lã Xuân Oai,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Lý Tế Xuyên,Phường Thủ Đức,TP. Hồ Chí Minh(Mới)",10.85606,106.745855,"Đường Lý Tế Xuyên, Ho Chi Minh City, HC, Vietnam",,,Đường Lý Tế Xuyên,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 17,Phường Tân Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Suý,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.792958,106.622512,"Đường Nguyễn Súy, Ho Chi Minh City, HC, Vietnam",,,Đường Nguyễn Súy,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tỉnh Lộ 2,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",10.7991022,106.6493324,"CÔNG TY CỔ PHẦN KỸ THUẬT MÔI TRƯỜNG KỶ NGUYÊN, 58/45, Hẻm 58 Nguyễn Minh Hoàng, Ho Chi Minh City, 72106, Vietnam",CÔNG TY CỔ PHẦN KỸ THUẬT MÔI TRƯỜNG KỶ NGUYÊN,58/45,Hẻm 58 Nguyễn Minh Hoàng,,72106,,Ho Chi Minh City,,Phường Bảy Hiền,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Thành,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",21.04479175,105.78835043616013,"Ho Chi Minh National Academy of Politics, 419, Hoang Quoc Viet Road, Cầu Giấy District, Hanoi, 10065, Vietnam",Ho Chi Minh National Academy of Politics,419,Hoang Quoc Viet Road,,10065,Cầu Giấy District,Hanoi,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Kiệm,Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Gia Định,TP. Hồ Chí Minh(Mới)",10.7927523,106.70702428740935,"Viện Thủy Lợi và Môi Trường, 11, Xô Viết Nghệ Tĩnh, Gia Dinh, Ho Chi Minh City, 72200, Vietnam",Viện Thủy Lợi và Môi Trường,11,Xô Viết Nghệ Tĩnh,,72200,Gia Dinh,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Văn Đạt,Phường Sài Gòn,TP. Hồ Chí Minh(Mới)",10.775379318377771,106.70538668448224,"Phan Văn Ðạt, Saigon, Ho Chi Minh City, 71006, Vietnam",Phan Văn Ðạt,,Phan Văn Ðạt,Khu phố 8,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 12,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Đông,TP. Hồ Chí Minh(Mới)",10.77327895,106.62084513959445,"Chợ Bốn Xã mới, 449, Hương Lộ 2, Ho Chi Minh City, 72031, Vietnam",Chợ Bốn Xã mới,449,Hương Lộ 2,,72031,,Ho Chi Minh City,,Phường Bình Trị Đông,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Trung Mỹ Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Cơ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nghĩa Hoà,Phường Tân Hòa,TP. Hồ Chí Minh(Mới)",10.785989,106.659302,"Đường Nghĩa Hòa, Ho Chi Minh City, HC, Vietnam",,,Đường Nghĩa Hòa,,,,Ho Chi Minh City,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Phú Nhuận,TP. Hồ Chí Minh(Mới)",10.8037666,106.6865787,"Trạm Y Tế Phường 7 Quận Phú Nhuận, Phan Đăng Lưu, Ho Chi Minh City, HC 72317, Vietnam",Trạm Y Tế Phường 7 Quận Phú Nhuận,,Phan Đăng Lưu,,72317,,Ho Chi Minh City,,Phường Cầu Kiệu,Ho Chi Minh,,HC,Vietnam,vn,0.07873200000000001,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Long Nguyên,TP. Hồ Chí Minh(Mới)",10.2717812,105.9826072,"Hostel, 14 Tháng 9, VL 85100, Vietnam",Hostel,,14 Tháng 9,,85100,,,,Phường Thanh Đức,Vĩnh Long Province,,VL,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Miếu Gò Xoài,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.779648,106.608224,"Đường Miếu Gò Xoài, HC, Vietnam",,,Đường Miếu Gò Xoài,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 9, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,,,,,Phường Bình Hưng Hòa,,Quan 8,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Rạch Dừa,TP. Hồ Chí Minh(Mới)",10.39814,107.11395,"Phường Rạch Dừa, BV, Vietnam",,,,,,,Phường Rạch Dừa,,Vung Tau,Ba Ria-Vung Tau,,BV,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Trương Phước Phan,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Mã Lò,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.782086,106.599309,"Đường Mã Lò, HC, Vietnam",,,Đường Mã Lò,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8, Phường Bình Hưng Hòa A,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,71006,,Ho Chi Minh City,,,,,,Vietnam,vn,0,,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Trừ Văn Thố,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Bình Trọng,Phường Chợ Quán,TP. Hồ Chí Minh(Mới)",21.082517,105.647516,"Đường Phùng, HI, Vietnam",,,Đường Phùng,,,,,,Dan Phuong,Ha Noi,,HI,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Liên Khu 4-5, Phường Bình Hưng Hòa B,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,Han Thuyen Street,Khu phố 3,71006,Saigon,Ho Chi Minh City,,,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Ông Ích Khiêm,Phường Hòa Bình,TP. Hồ Chí Minh(Mới)",21.0347109,105.83416600319492,"President Ho Chi Minh Mausoleum Defence Force, 2, Ong Ich Khiem Street, Ba Đình District, Hanoi, 10232, Vietnam",President Ho Chi Minh Mausoleum Defence Force,2,Ong Ich Khiem Street,,10232,Ba Đình District,Hanoi,,Ba Dinh Ward,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Hóc Môn,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Đăng Giảng,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.810285,106.599962,"Đường Phạm Đăng Giảng, HC, Vietnam",,,Đường Phạm Đăng Giảng,,,,,,Binh Tan,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 13, Phường Bình Hưng Hòa,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.8081083,106.7287174,"Công Ty AsiaMotions, số 13, Đường số 46, Khu phố 9, Ho Chi Minh City, 71107, Vietnam",Công Ty AsiaMotions,số 13,Đường số 46,,71107,Khu phố 9,Ho Chi Minh City,,Phường An Khánh,,,,Vietnam,vn,0.03681818181818182,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Cách Mạng Tháng 8,Phường Nhiêu Lộc,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồng Bàng,Phường Bình Tây,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Cầu Kiệu,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Phú Mỹ,TP. Hồ Chí Minh(Mới)",10.70709,106.73937,"Phường Phú Mỹ, HC, Vietnam",,,,,,,Phường Phú Mỹ,,Nha Be,Ho Chi Minh,,HC,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Nguyễn Thiện Thuật,Phường Bàn Cờ,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 11B - Xã Hòa Long,Phường Tam Long,TP. Hồ Chí Minh(Mới)",10.887753,106.409375,"Duc Hoa, Vietnam",Duc Hoa,,,,,,,,Duc Hoa,Long An,,LA,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Tân Thành,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Đất Đỏ,TP. Hồ Chí Minh(Mới)",10.783230634544303,107.02032915144139,"Ho Chi Minh City - Long Thanh - Dau Giay Expressway, Ấp 10, Vietnam",Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,Ho Chi Minh City - Long Thanh - Dau Giay Expressway,,,,Ấp 10,,Xã Long Thành,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Long Hương,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",10.8557053,106.7224888,"Trạm y tế Phường Hiệp Bình Phước, Quốc lộ 13, Khu phố 8, Ho Chi Minh City, HC 70000, Vietnam",Trạm y tế Phường Hiệp Bình Phước,,Quốc lộ 13,,70000,Khu phố 8,Ho Chi Minh City,,Phường Hiệp Bình,Ho Chi Minh,,HC,Vietnam,vn,0.09841500000000002,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",10.851172,106.75405256836052,"Hi88 | Link Truy Cập Hi88 Không Bị Chặn Chính Thức Mới Nhất, 23, Tô Ngọc Vân, Ho Chi Minh City, 71221, Vietnam",Hi88 | Link Truy Cập Hi88 Không Bị Chặn Chính Thức Mới Nhất,23,Tô Ngọc Vân,,71221,,Ho Chi Minh City,,Phường Linh Xuân,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tân Mỹ,TP. Hồ Chí Minh(Mới)",10.75488175,106.68943610437688,"People's Committee of Ward 1, Ben Van Don Street, Ho Chi Minh City, HC 72760, Vietnam",People's Committee of Ward 1,,Ben Van Don Street,,72760,,Ho Chi Minh City,,Phường Vĩnh Hội,Ho Chi Minh,,HC,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Phú Thuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trịnh Quang Nghị,Phường Bình Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đức Thọ,Phường An Hội Đông,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,Ho Chi Minh,,HC,Vietnam,vn,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Vĩnh Hội,TP. Hồ Chí Minh(Mới)",10.7608529,106.7012374,"Phụ kiện trang trí sinh nhật Ellie Party, Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam, Nguyen Huu Hao Street, Ho Chi Minh City, 72806, Vietnam",Phụ kiện trang trí sinh nhật Ellie Party,"Ke Q34 Hoàng Diệu, Phường 6, Quận 4, Hồ Chí Minh, Việt Nam",Nguyen Huu Hao Street,,72806,,Ho Chi Minh City,,Phường Khánh Hội,,,,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Tiên,TP. Hồ Chí Minh(Mới)",,,,,,,,,,,,,,,,,,,,,,,
"Phường An Hội Tây,TP. Hồ Chí Minh(Mới)",10.04007,105.78531,"Phường An Hội, NK, Vietnam",,,,,,,Phường An Hội,NK,Ninh Kieu,Can Tho,,CN,Vietnam,vn,0,,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Bà Rịa,TP. Hồ Chí Minh(Mới)",10.49923675,107.16735417993397,"People’s Committee of Ba Ria City, 137, Lê Thành Duy, Bà Rịa, BV 78106, Vietnam",People’s Committee of Ba Ria City,137,Lê Thành Duy,,78106,,Bà Rịa,,Phường Bà Rịa,Ba Ria-Vung Tau,,BV,Vietnam,vn,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Tam Thắng,TP. Hồ Chí Minh(Mới)",10.3617891,107.0957129,"Trung tâm Hành chính công phường Tam Thắng, Nguyễn An Ninh, Vũng Tàu, BV 76666, Vietnam",Trung tâm Hành chính công phường Tam Thắng,,Nguyễn An Ninh,khóm Rẫy,76666,,Vũng Tàu,,Phường Tam Thắng,Ba Ria-Vung Tau,,BV,Vietnam,vn,0.12217034482758622,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
