original_address,lat,lon,formatted,postcode,housenumber,county_code,street,district,city,suburb,name,county,state,state_code,confidence_building_level,confidence_city_level,country,confidence_street_level,country_code,confidence,attribution,attribution_license,attribution_url
"Đường số 50,Phường 10,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,,,,,,,Quan 6,Quan 6,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường - Quận 9 (Cũ),Phường Cát Lái,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8405988,106.7690587,"Uỷ ban Nhân dân Quận 9 cũ, Vo Nguyen Giap Boulevard, Ho Chi Minh City, HC 71211, Vietnam",71211,,,Vo Nguyen Giap Boulevard,,Ho Chi Minh City,,Uỷ ban Nhân dân Quận 9 cũ,Phường Phước Long,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 44,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.0984375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Xuyên Mộc,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trường Lưu,Phường Trường Thạnh,Quận 9,TP. Hồ Chí Minh",16.03692385,108.21772670209762,"Trường Tiểu học Phan Đăng Lưu, Phan Dang Luu, Phường Khuê Trung, Đà Nẵng, 02363, Vietnam",02363,,,Phan Dang Luu,Phường Hòa Cường,Đà Nẵng,Phường Khuê Trung,Trường Tiểu học Phan Đăng Lưu,,,,,0.3969,Vietnam,0.099225,vn,0.0496125,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trương Minh Ký,Phường 13,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Quế,Phường Bình Hưng Hoà A,Quận Bình Tân,TP. Hồ Chí Minh",10.9021534,107.3191025,"Bình Tân, Vietnam",76615,,,,,Bình Tân,,,Xã Xuân Phú,,,,0.2222222222222222,Vietnam,,vn,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 11, Phường Tăng Nhơn Phú B,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.845068348700746,106.81515438360056,"Đường 11, Ho Chi Minh City, 71216, Vietnam",71216,,,Đường 11,,Ho Chi Minh City,,Đường 11,Phường Long Bình,,,,0.18,Vietnam,0.18,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 10,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liêu Bình Hương,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 50,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nhữ Tiến Hiền,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Hối (Đường 1A),Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 12,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Đạt Đức,Phường Long Thạnh Mỹ,Quận 9,TP. Hồ Chí Minh",10.84572435,106.8249973424122,"Nghĩa trang Giáo xứ Long Thạnh Mỹ, Phường Long Bình, Vietnam",,,,,,,,Nghĩa trang Giáo xứ Long Thạnh Mỹ,Phường Long Bình,,,,,Vietnam,,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 808,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Hải Phụng,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc lộ 1K,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 30,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Thị Sáu,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,,,,,,,Quan 1,Quan 1,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tỉnh Lộ 8,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 41,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc Lộ 13A,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xuân Thới Sơn 16B,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.871292,106.582293,"16b, Đường Xuân Thới Sơn 20, HC, Vietnam",,16b,,Đường Xuân Thới Sơn 20,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09999999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nội Bộ Trong Khu Dân Cư Của Công Ty Đầu Tư Và Xây Dựng Tân Thuận (Phú Thuận),Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.7820663,106.6500139,"Kho Hàng Thanh Lý Phong Hải, 940, Lạc Long Quân, Ho Chi Minh City, 72000, Vietnam",72000,940,,Lạc Long Quân,,Ho Chi Minh City,,Kho Hàng Thanh Lý Phong Hải,Phường Bảy Hiền,,,,0.05555555555555555,Vietnam,0.020833333333333332,vn,0.010416666666666666,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Văn Cọ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Giáp Hải,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Văn Nghị (H.2108),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",22.39057,103.46863,"Phường Tân Phong, LI, Vietnam",,,,,,Phường Tân Phong,,,Lai Chau,Lai Chau,LI,,0.1111111111111111,Vietnam,,vn,0.027777777777777776,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường TK4,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Quốc lộ 13 cũ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Lỗ,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bùi Văn Sự,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Tan Tuc, HC, Vietnam",,,,,,Tan Tuc,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.11063829787234043,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 907,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thái Thị Giữ,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 18,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9,Phường Tân Kiểng,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.10267089180624715,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoàng Sa,Phường 11,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,,,,,,,Quan 3,Quan 3,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Thị Có,Xã An Phú,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Bá Giao,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 339, Phường Phước Long B,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",10.88228745,106.76693634547452,"Chùa Linh Phước, Đường số 11, Khu phố 27, Ho Chi Minh City, 75350, Vietnam",75350,,,Đường số 11,,Ho Chi Minh City,Khu phố 27,Chùa Linh Phước,Phường Linh Xuân,,,,,Vietnam,,vn,0.03473527900499999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 10,Phường Phú Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.0984375,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Rành,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lâm Hoành,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.736331,106.616343,"Đường Lâm Hoành, Ho Chi Minh City, HC, Vietnam",,,,Đường Lâm Hoành,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Thị Nhờ,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,,,,,,,Quan 7,Quan 7,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Ngô Chí Quốc,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Đức Thọ,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Giáp Hải,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ba Sa,Xã Tân An Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 11, Phường An Khánh - Quận 2 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",10.7805735,106.6996948,"Đường Sách, Nguyen Van Binh Street, Saigon, Ho Chi Minh City, HC 71006, Vietnam",71006,,,Nguyen Van Binh Street,Khu phố 3,Ho Chi Minh City,Saigon,Đường Sách,Quan 8,Ho Chi Minh,HC,,0.44099999999999995,Vietnam,,vn,0.0643890625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hồ Bá Phấn - Quận 9 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",12.8086956,108.3093368,"Quắn, Đắk Lắk Province, Vietnam",,,,,,Quắn,,,Phường Cư Bao,Đắk Lắk Province,,,0.1111111111111111,Vietnam,,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 265, Phường Hiệp Phú,Phường Long Phước,Quận 9,TP. Hồ Chí Minh",10.8446473,106.7846994,"Số 5 Đường 265 , Hiệp Phú , Q9, Đường số 265, Khu phố 4, Ho Chi Minh City, 71300, Vietnam",71300,,,Đường số 265,,Ho Chi Minh City,Khu phố 4,"Số 5 Đường 265 , Hiệp Phú , Q9",Phường Tăng Nhơn Phú,,,,,Vietnam,,vn,0.13891499999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thới Tây 2,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.744496,106.588825,"2, Đường 2, HC, Vietnam",,2,,Đường 2,,,,,Binh Tan,Ho Chi Minh,HC,0,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 10,Phường 06,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Đặng,Phường Tân Thới Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.08185941043083902,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 29,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.75746,106.602007,"Hẻm 111/29 Đường Lê Đình Cẩn, HC, Vietnam",,,,Hẻm 111/29 Đường Lê Đình Cẩn,,,,,Binh Tan,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương lộ 2,Xã Trung Lập Hạ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 26, 28 Phường An Khánh - Quận 2 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",10.794118,106.616728,"28, Dương Văn Dương, Ho Chi Minh City, HC, Vietnam",,28,,Dương Văn Dương,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Văn Hát - Quận 9 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",12.8086956,108.3093368,"Quắn, Đắk Lắk Province, Vietnam",,,,,,Quắn,,,Phường Cư Bao,Đắk Lắk Province,,,0.1111111111111111,Vietnam,,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đỗ Xuân Hợp, Phường Bình Trưng Đông - An Phú - Quận 2 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Long Phước - Quận 9 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",12.8086956,108.3093368,"Quắn, Đắk Lắk Province, Vietnam",,,,,,Quắn,,,Phường Cư Bao,Đắk Lắk Province,,,0.1111111111111111,Vietnam,,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Ly,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên ấp 2 - 3  -4,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.775736,106.585395,"Đường Liên ấp, HC, Vietnam",,,,Đường Liên ấp,,,,,Binh Chanh,Ho Chi Minh,HC,,0.2,Vietnam,0.2,vn,0.1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Số 708,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.020156988263984148,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hồ (Đường Số 11),Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký (Tỉnh Lộ 15 Cũ),Phường Tân Chánh Hiệp,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,,,,,,,Quan 12,Quan 12,Ho Chi Minh,HC,,,Vietnam,,vn,0.06630612244897961,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Văn Bang, Phường Thạnh Mỹ Lợi (Dự Án 174Ha) - Quận 2 (Cũ),Phường Thạnh Mỹ Lợi,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường số 82,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hiệp Bình - Quận Thủ Đức (Cũ),Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tam Đa - Quận 9 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",10.794118,106.616728,"Dương Văn Dương, Ho Chi Minh City, HC, Vietnam",,,,Dương Văn Dương,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 25, Kp5, Phường An Phú (Qh 87Ha) - Quận 2 (Cũ),Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Xuân Thới Thượng 53,Xã Bà Điểm,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"53, Đường Xuân Thới Thượng 2, HC, Vietnam",,53,,Đường Xuân Thới Thượng 2,,,,,Hoc Mon,Ho Chi Minh,HC,0,0.2222222222222222,Vietnam,0.19999999999999998,vn,0.09,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 45,Phường Tam Phú,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,Thu Duc,,,Thu Duc,Ho Chi Minh,HC,,0.1111111111111111,Vietnam,,vn,0.024480540515525933,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Kỳ Đồng,Phường 09,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,,,,,,,Quan 3,Quan 3,Ho Chi Minh,HC,,,Vietnam,,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Xơ,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Lợi,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 41, Phường An Khánh - Quận 2 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Tô Ngọc Vân - Quận Thủ Đức (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Lê Đức Thọ,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Hiệp 6,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",10.84285525,106.71265589924187,"Trường Mầm non Hugo House, 1, Đường 6, Khu phố 22, Ho Chi Minh City, 72309, Vietnam",72309,1,,Đường 6,,Ho Chi Minh City,Khu phố 22,Trường Mầm non Hugo House,Phường Hiệp Bình,,,0.09260999999999997,0.3333333333333333,Vietnam,0.13229999999999997,vn,0.08334899999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 691,Xã Thái Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Trị,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,Go Vap,,,Binh Thanh,Ho Chi Minh,HC,,0.2,Vietnam,,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Thi Nghiên,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,Ho Chi Minh City,,,Quan 8,Ho Chi Minh,HC,,,Vietnam,,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
