original_address,lat,lon,formatted,name,housenumber,state,district,state_code,street,confidence_city_level,postcode,suburb,city,confidence_building_level,confidence_street_level,county,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Số 1,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7898232,106.7764953,"số 1, Đường số 63, Khu phố 18, Ho Chi Minh City, 08408, Vietnam",,số 1,,,,Đường số 63,,08408,Khu phố 18,Ho Chi Minh City,,,Phường Bình Trưng,Vietnam,vn,0.07363636363636364,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đình Tân Khai,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.792167800000001,106.69494205000001,"Nam Chon communal house, 29, Trần Quang Khải, Ho Chi Minh City, 72200, Vietnam",Nam Chon communal house,29,,,,Trần Quang Khải,,72200,,Ho Chi Minh City,,,Phường Tân Định,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Khu Nông Nghiệp Công Nghệ Cao - Quận 6,Phường Bình Phú,TP. Hồ Chí Minh(Mới)",19.699318,105.680521,"Đường N18, TH, Vietnam",,,Thanh Hoa,,TH,Đường N18,,,,,,,Nong Cong,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Chợ Lớn,TP. Hồ Chí Minh(Mới)",10.75320165,106.65257549949524,"Trung tâm Hành chính công phường Chợ Lớn, 525-527, Hong Bang Road, Cholon, Ho Chi Minh City, HC 72415, Vietnam",Trung tâm Hành chính công phường Chợ Lớn,525-527,Ho Chi Minh,,HC,Hong Bang Road,,72415,Cholon,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bình Trị Đông,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.76464885,106.6045222665348,"UBND P. Bình Trị Đông A, 162, Mã Lò, Ho Chi Minh City, 72031, Vietnam",UBND P. Bình Trị Đông A,162,,,,Mã Lò,,72031,,Ho Chi Minh City,,,Phường Bình Trị Đông,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Phạm Văn Đồng,Phường Hiệp Bình,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thái Phiên,Phường Bình Thới,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Quới,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.776324,106.606104,"Đường Lê Văn Quới, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Lê Văn Quới,,,,,,,Binh Tan,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 16, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Bình Hưng Hòa,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường Phạm Văn Đồng,Phường Linh Xuân,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 4,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lô Tư,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.787212,106.601324,"Đường Lô Tư, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Lô Tư,,,,,,,Binh Tan,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phú Thọ Hoà,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.77414915,106.63038375548214,"Giáo xứ Phú Thọ Hòa, 39, Đường Trần Quang Quá, Ho Chi Minh City, 72031, Vietnam",Giáo xứ Phú Thọ Hòa,39,,,,Đường Trần Quang Quá,,72031,,Ho Chi Minh City,,,Phường Phú Thạnh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hòa Đông,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.8797358,106.8061911,"Ho Chi Minh city University of Technology, Tạ Quang Bửu, Tân Lập, 00084, Vietnam",Ho Chi Minh city University of Technology,,,,,Tạ Quang Bửu,,00084,Tân Lập,,,,Phường Đông Hòa,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8, Phường Bình Hưng Hòa B,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Phạm Văn Bạch,Phường Tân Sơn,TP. Hồ Chí Minh(Mới)",10.823028,106.639377,"Đường Phạm Văn Bạch, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường Phạm Văn Bạch,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 6 (Liên Khu 5 Cũ), Phường Bình Hưng Hòa B,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 8-9, Phường Bình Hưng Hoà A,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Bình Hưng Hòa,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Số 8, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Bình Hưng Hòa,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,,Khu phố 3,,Han Thuyen Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phan Anh,Phường Phú Thạnh,TP. Hồ Chí Minh(Mới)",10.7633619,106.62495153123675,"Công Viên 158 Phan Anh, 158, Ho Chi Minh City, Phường Phú Thạnh, Vietnam",Công Viên 158 Phan Anh,158,,,,,,,,Ho Chi Minh City,,,Phường Phú Thạnh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Trường Chinh,Phường Tây Thạnh,TP. Hồ Chí Minh(Mới)",20.928890522594767,106.31873382478105,"Đường Trường Chinh, Phường Lê Thanh Nghị, Hải Phòng, 03118, Vietnam",Đường Trường Chinh,,,Phường Lê Thanh Nghị,,Đường Trường Chinh,0.5984999999999999,03118,Phường Lê Thanh Nghị,Hải Phòng,,0.5984999999999999,,Vietnam,vn,0.5984999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quốc Lộ 1A,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Nguyễn Trọng Tuyển,Phường Tân Sơn Hòa,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Tú,Phường Bình Tân,TP. Hồ Chí Minh(Mới)",10.785492887644889,106.70055148216682,"Nguyen Thi Minh Khai, Saigon, Ho Chi Minh City, 71006, Vietnam",Nguyen Thi Minh Khai,,,Khu phố 2,,Nguyen Thi Minh Khai,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 5D, Phường Bình Hưng Hòa A,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.784457,106.61401,"Đường số 5D, Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,Đường số 5D,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Âu Cơ,Phường Bảy Hiền,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cầu Xéo,Phường Tân Sơn Nhì,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Xa Moi,,,Cu Chi,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 6,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 5, Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.80568,106.60518,"Phường Bình Hưng Hòa, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Bình Hưng Hòa,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Ấp Chiến Lược,Phường Bình Trị Đông,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Khu 1-6,Phường An Lạc,TP. Hồ Chí Minh(Mới)",10.77772425,106.69726460302172,"Labour Union of District 1, Han Thuyen Street, Saigon, Ho Chi Minh City, 71006, Vietnam",Labour Union of District 1,,,Khu phố 3,,Han Thuyen Street,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 8,Phường Bình Hưng Hòa,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,,0.9,71006,,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 16,Quận Gò Vấp,TP. Hồ Chí Minh",10.8479534,106.6642704,"DnS Services, 549/12, Hẻm 549 Thống Nhất, Ho Chi Minh City, HC 71500, Vietnam",DnS Services,549/12,Ho Chi Minh,,HC,Hẻm 549 Thống Nhất,,71500,,Ho Chi Minh City,,,Phường An Hội Đông,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 4,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tp. Thủ Đức,Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Man Thiện,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.8487162189041,106.7873273598477,"Man Thiện, Khu phố 5, Ho Chi Minh City, 71300, Vietnam",Man Thiện,,,,,Man Thiện,,71300,Khu phố 5,Ho Chi Minh City,,,Phường Tăng Nhơn Phú,Vietnam,vn,0.13891499999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Ngọc,Phường Phú Thọ Hòa,TP. Hồ Chí Minh(Mới)",10.781290267667126,106.6973707437603,"Phạm Ngọc Thạch, Saigon, Ho Chi Minh City, 71006, Vietnam",Phạm Ngọc Thạch,,,Khu phố 3,,Phạm Ngọc Thạch,,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Thạnh Mỹ Lợi,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.7829067,106.75845158162792,"hớt tóc Trúc Phương, 304, Đường Nguyễn Thị Định, Khu phố 20, Ho Chi Minh City, 08408, Vietnam",hớt tóc Trúc Phương,304,,,,Đường Nguyễn Thị Định,0.1111111111111111,08408,Khu phố 20,Ho Chi Minh City,,,Phường Cát Lái,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Hòa Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.78061,106.63777,"Phường Hòa Thạnh, HC, Vietnam",,,Ho Chi Minh,,HC,,0.3333333333333333,,,Phường Hòa Thạnh,,,Quan 8,Vietnam,vn,0.08333333333333333,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",13.04662,109.33419,"Phường Phú Thạnh, PY, Vietnam",,,Phu Yen,,PY,,0.3333333333333333,,,Phường Phú Thạnh,,,Tuy Hoa,Vietnam,vn,0.08333333333333333,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Lê Niệm,Phường Phú Thạnh,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",Tan Phu,,Ho Chi Minh,,HC,,,,,,,,Tan Phu,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Gò Dầu,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Quan Tan Phu,,,Tan Phu,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phạm Phú Thứ,Phường 11,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,Ho Chi Minh,,HC,,,,,,,,Tan Binh,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Sài Gòn,TP. Hồ Chí Minh",10.77674365,106.70324880088602,"Opera House, 7, Lam Son Square, Saigon, Ho Chi Minh City, 71006, Vietnam",Opera House,7,,Khu phố 5,,Lam Son Square,0.1111111111111111,71006,Saigon,Ho Chi Minh City,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thống Nhất,Phường 16,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2,,,Go Vap,,,Binh Thanh,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Phú Trung,Quận Tân Phú,TP. Hồ Chí Minh",10.77616,106.64102,"Phường Phú Trung, HC, Vietnam",,,Ho Chi Minh,,HC,,0.1111111111111111,,,Phường Phú Trung,,,Quan 8,Vietnam,vn,0.027777777777777776,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Điện Biên Phủ,Phường 11,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,Ho Chi Minh,,HC,,,,,,,,Quan 10,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Huy Liệu,Phường 12,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Trỗi,Phường 15,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cư Xá Lữ Gia,Phường 15,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",Quan 11,,Ho Chi Minh,,HC,,,,,,,,Quan 11,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Cầu Ông Lãnh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Đông,TP. Hồ Chí Minh",10.764038150000001,106.62193382310963,"Trạm y tế phường Bình Trị Đông, Hẻm 276 Tân Hòa Đông, Ho Chi Minh City, 72015, Vietnam",Trạm y tế phường Bình Trị Đông,,,,,Hẻm 276 Tân Hòa Đông,,72015,,Ho Chi Minh City,,,Phường Bình Trị Đông,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đề Thám,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 1,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hương Giang,Phường 15,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,Ho Chi Minh,,HC,,,,,,,,Quan 10,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Phạm Văn Hai,Phường 05,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,Ho Chi Minh,,HC,,,,,,,,Tan Binh,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Hai Bà Trưng,Phường 08,Quận 3,TP. Hồ Chí Minh",10.7169316,106.7267143,"08, Đường Mỹ Phú 1C, Ho Chi Minh City, 72915, Vietnam",,08,,,,Đường Mỹ Phú 1C,0.1111111111111111,72915,,Ho Chi Minh City,0.027782999999999995,0.027782999999999995,Phường Tân Mỹ,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Phú Nhuận,TP. Hồ Chí Minh",10.8037666,106.6865787,"Trạm Y Tế Phường 7 Quận Phú Nhuận, Phan Đăng Lưu, Ho Chi Minh City, HC 72317, Vietnam",Trạm Y Tế Phường 7 Quận Phú Nhuận,,Ho Chi Minh,,HC,Phan Đăng Lưu,0.13333333333333333,72317,,Ho Chi Minh City,,,Phường Cầu Kiệu,Vietnam,vn,0.07873200000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạch Thị Thanh,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 1,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Khánh Dư,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",Quan 1,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 1,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ngô Thời Nhiệm,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.06741973840665871,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lý Thường Kiệt,Phường 07,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,Ho Chi Minh,,HC,,,,,,,,Tan Binh,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Thắng,Phường 11,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,Ho Chi Minh,,HC,,,,,,,,Quan 10,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8043499,106.7472609,"21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, 71108, Vietnam","21, Đường Võ Trường Toản T1-12b.03 Q2TD, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,,,,Road No.9,0.3333333333333333,71108,,Ho Chi Minh City,,,Phường An Khánh,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 1, Khu Nhà Ở Vạn Phúc 1, Kp.5 - Quận Thủ Đức (Cũ),Phường Hiệp Bình Phước,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.84285525,106.71265589924187,"Trường Mầm non Hugo House, 1, Đường 6, Khu phố 22, Ho Chi Minh City, 72309, Vietnam",Trường Mầm non Hugo House,1,,,,Đường 6,0.3,72309,Khu phố 22,Ho Chi Minh City,0.27,0.27,Phường Hiệp Bình,Vietnam,vn,0.0411673469387755,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Cách Mạng Tháng Tám,Phường 13,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",Quan 10,,Ho Chi Minh,,HC,,,,,,,,Quan 10,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Quang Khải,Phường Tân Định,Quận 1,TP. Hồ Chí Minh",10.76902765,106.64248844790853,"Trường THPT Trần Quang Khải, 343D, Duong Lac Long Quan, Ho Chi Minh City, 72015, Vietnam",Trường THPT Trần Quang Khải,343D,,,,Duong Lac Long Quan,0.3333333333333333,72015,,Ho Chi Minh City,,0.027777777777777776,Phường Hòa Bình,Vietnam,vn,0.027777777777777776,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Quốc Thảo,Phường 07,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Tự Trọng,Phường Bến Thành,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",Quan 1,,Ho Chi Minh,Khu phố 3,HC,,,71006,Saigon,Ho Chi Minh City,,,Quan 1,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Kiệm,Phường 04,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,Ho Chi Minh,,HC,,0.2222222222222222,,,Quan Phu Nhuan,,,Phu Nhuan,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Đình Chiểu,Phường 04,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Đất Thánh,Phường 06,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",Tan Binh,,Ho Chi Minh,,HC,,,,,,,,Tan Binh,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Thắng,Phường 03,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thiện Thuật,Phường 02,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Lâm,Phường 06,Quận 10,TP. Hồ Chí Minh",10.7173349,106.7266321,"06, Đường Mỹ Phú 1B, Ho Chi Minh City, 72915, Vietnam",,06,,,,Đường Mỹ Phú 1B,0.1111111111111111,72915,,Ho Chi Minh City,0.027782999999999995,0.027782999999999995,Phường Tân Mỹ,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Bình Trưng Tây,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.78308,106.7546,"Phường Bình Trưng Tây, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Phường Bình Trưng Tây,,,Quan 8,Vietnam,vn,0,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Đỗ Thị Lời,Phường 11,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",Quan 3,,Ho Chi Minh,,HC,,,,,,,,Quan 3,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên Tỉnh 5,Phường 05,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,Ho Chi Minh,,HC,,,,,Ho Chi Minh City,,,Quan 8,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
