original_address,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Phường 03,Quận Gò Vấp,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,,Hoa Phượng,,,72210,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 1, Phường Long Thạnh Mỹ,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,Quán Tre,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 3, Phường Bình Hưng Hòa,Phường Bình Hưng Hoà B,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường 100, Khu Phố 6, Phường Tân Phú,Phường Phú Hữu,Quận 9,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Số 20,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.726207,106.646454,"Đường số 20, HC, Vietnam",,,Đường số 20,,,,,0.2,Binh Chanh,0.2,,Ho Chi Minh,HC,Vietnam,vn,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Linh Đông,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.623779,105.844348,"Đường Linh Nham, TY, Vietnam",,,Đường Linh Nham,,,,,0.03333333333333333,Dong Hy,0.014699999999999998,,Thai Nguyen,TY,Vietnam,vn,0.007349999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hai Bà Trưng,Phường Đa Kao,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, HC 71006, Vietnam",,Quan 1,,Khu phố 2,Saigon,71006,Ho Chi Minh City,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Hưng Thuận 10,Phường Tân Hưng Thuận,Quận 12,TP. Hồ Chí Minh",20.91085355,106.3330180417995,"Phường Tân Hưng, Hải Phòng, Vietnam",,,,Phường Tân Hưng,,,Hải Phòng,0.2222222222222222,,,,Phường Tân Hưng,,Vietnam,vn,0.05555555555555555,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lưu Xuân Tín,Phường 11,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lê Văn Lương,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.744455,106.704265,"Đường Lê Văn Lương, Ho Chi Minh City, HC, Vietnam",,,Đường Lê Văn Lương,,,,Ho Chi Minh City,0.15,Quan 8,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Oanh,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.84557,106.615101,"Quán Tre, Ho Chi Minh City, HC, Vietnam",,,Quán Tre,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hồng Bàng,Phường 12,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Bộ Lĩnh,Phường 15,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Tiên Hoàng,Phường 03,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Ba Gia,Phường 07,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 15B (Phường Phú Mỹ),Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Bình Hòa,TP. Hồ Chí Minh",10.8797358,106.8061911,"Ho Chi Minh city University of Technology, Tạ Quang Bửu, Tân Lập, 00084, Vietnam",,Ho Chi Minh city University of Technology,Tạ Quang Bửu,,Tân Lập,00084,,,Phường Đông Hòa,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 14,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Trà,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lương Minh Nguyệt,Phường Tân Thới Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.7611848,106.6303803,"Saigonso Tân Phú, 44A, Đường Lương Minh Nguyệt, Ho Chi Minh City, 72015, Vietnam",44A,Saigonso Tân Phú,Đường Lương Minh Nguyệt,,,72015,Ho Chi Minh City,0.27,Phường Phú Thạnh,0.27,,,,Vietnam,vn,0.135,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tây Thạnh,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 6D, Phường Phước Bình,Phường Phước Bình,Quận 9,TP. Hồ Chí Minh",10.788967,106.56019,"Đường 6D, HC, Vietnam",,,Đường 6D,,,,,0.35720999999999997,Binh Chanh,0.35720999999999997,,Ho Chi Minh,HC,Vietnam,vn,0.17860499999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Mạc Thiên Tích,Phường 11,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Bộ Lĩnh,Phường 24,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Xóm Chỉ,Phường 10,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Quang Đông,Phường 05,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Đức Cảnh,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Linh,Thị trấn Tân Túc,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Bàu Cát 6,Phường 14,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.1125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Quá,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.08731523783929053,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc lộ 1A,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sông Suối,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Đình Hổ,Phường 14,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Khắc Chân,Phường 15,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,Quan Phu Nhuan,0.2222222222222222,Phu Nhuan,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Xích Long,Phường 07,Quận Phú Nhuận,TP. Hồ Chí Minh",10.7167947,106.7266796,"07, Đường Mỹ Phú 1C, Ho Chi Minh City, 72915, Vietnam",07,,Đường Mỹ Phú 1C,,,72915,Ho Chi Minh City,0.1111111111111111,Phường Tân Mỹ,0.027782999999999995,0.027782999999999995,,,Vietnam,vn,0.027782999999999995,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hữu Trí,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Thị Nhỏ (Nối Dài),Phường 16,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.08731523783929053,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lương Nhữ Học,Phường 11,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Lộc,Phường 17,Quận Gò Vấp,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,Liên Phường,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Bến Vân Đồn,Phường 02,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trục Chính Trong Khu Dân Cư Tân Mỹ,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thống Nhất,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.09658145065398335,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Huỳnh Bá Chánh,Xã Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trương Quyền,Phường Võ Thị Sáu,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,Ho Chi Minh,HC,Vietnam,vn,0.07232142857142855,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 17,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.729115,106.651504,"Đường số 17, HC, Vietnam",,,Đường số 17,,,,,0.2,Binh Chanh,0.18000000000000002,,Ho Chi Minh,HC,Vietnam,vn,0.18000000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thái Bình,Phường Bến Thành,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,Ho Chi Minh City,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quận 1,Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",10.7862865,106.7049933,"1, Le Duan Boulevard, Saigon, Ho Chi Minh City, 71006, Vietnam",1,,Le Duan Boulevard,Khu phố 1,Saigon,71006,Ho Chi Minh City,0.1111111111111111,,0.06299999999999999,0.06299999999999999,,,Vietnam,vn,0.0380625,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hưng Phú,Phường 10,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 11, Phường Long Bình,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",10.902652991968042,106.75851308293298,"Đường số 11, Nhị Đồng 1, Dĩ An, 75207, Vietnam",,Đường số 11,Đường số 11,,Nhị Đồng 1,75207,Dĩ An,0.09,Phường Dĩ An,0.09,,,,Vietnam,vn,0.13891499999999998,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Văn Trà (C.2401+C.2404 Roi River Drive),Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đội Cung (Quân Sự Cũ),Phường 10,Quận 11,TP. Hồ Chí Minh",10.79617735,106.68723102119546,"Rach Mieu Sports Center, 1, Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",1,Rach Mieu Sports Center,Hoa Phượng,,,72210,Ho Chi Minh City,0.81,Phường Cầu Kiệu,0.18,,Ho Chi Minh,HC,Vietnam,vn,0.162,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Hùng (P4, P5),Phường 05,Quận 8,TP. Hồ Chí Minh",10.730256,106.676906,"Hẻm C8 Đường Phạm Hùng, HC, Vietnam",,,Hẻm C8 Đường Phạm Hùng,,,,,0.2,Binh Chanh,0.16200000000000003,,Ho Chi Minh,HC,Vietnam,vn,0.08100000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 281 Lý Thường Kiệt,Phường 15,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Hưng Đạo,Phường Nguyễn Cư Trinh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồng Bàng,Phường 14,Quận 5,TP. Hồ Chí Minh",10.7533302,106.6523293,"Phòng khám da liễu Bác sỹ Hoàng Văn Minh, 535, Hong Bang Road, Cholon, Ho Chi Minh City, 72415, Vietnam",535,Phòng khám da liễu Bác sỹ Hoàng Văn Minh,Hong Bang Road,,Cholon,72415,Ho Chi Minh City,,,,,,,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Thế Hiển,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Cao Thắng,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Tô Ngọc Vân,Phường Tam Bình,Quận Thủ Đức,TP. Hồ Chí Minh",10.865166,106.67458,"Đường Tô Ngọc Vân, Ho Chi Minh City, HC, Vietnam",,,Đường Tô Ngọc Vân,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường 12,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, HC 72806, Vietnam",,Quan 4,,,,72806,Ho Chi Minh City,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 18,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 668,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.05555555555555555,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Bình,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Bình Trọng,Phường 15,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc lộ 1A,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Đạm,Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.07777777777777779,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 42,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 12,Phường 11,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Kiệt (Hàm Tử Cũ),Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hoa Sứ,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,Quan Phu Nhuan,0.2222222222222222,Phu Nhuan,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tân Khai,Quận 11,TP. Hồ Chí Minh",10.762131,106.641724,"Quan 11, Vietnam",,Quan 11,,,,,,,Quan 11,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Bỉnh Khiêm,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Sư Vạn Hạnh,Phường 13,Quận 10,TP. Hồ Chí Minh",10.771075,106.660431,"Quan 10, Vietnam",,Quan 10,,,,,,,Quan 10,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tôn Thất Thuyết,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hậu Giang,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Hưng Đạo,Phường Cầu Ông Lãnh,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,,Quan 1,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường N2,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tạ Quang Bửu,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Phú Lâm,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hồ Văn Long,Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.762488,106.58175,"Đường Hồ Văn Long, HC, Vietnam",,,Đường Hồ Văn Long,,,,,,Binh Tan,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Xuân Soạn,Phường Tân Thuận Đông,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường 13,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.45,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Hoàng Hoa Thám,Phường 11,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Hội,Phường 14,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 3, Phường An Khánh - Quận 2 (Cũ),Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"đường Lạc Long Quân,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường E (Dự Án 17,3Ha), Phường An Phú - Phường An Khánh - Quận 2 (Cũ),Phường An Phú,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Bến Vân Đồn,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hậu Giang,Phường 02,Quận 6,TP. Hồ Chí Minh",10.743329,106.623766,"Quan 6, Vietnam",,Quan 6,,,,,,,Quan 6,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
