original_address,lat,lon,formatted,housenumber,name,street,district,suburb,postcode,city,confidence_city_level,county,confidence_street_level,confidence_building_level,state,state_code,country,country_code,confidence,attribution,attribution_license,attribution_url
"Đường Phạm Thái Bường,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 405,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Khu Vực 2,Phường Chánh Phú Hòa,TP. Hồ Chí Minh(Mới)",13.086986,109.201575,"2, Đường Đường Huyện 22, PY, Vietnam",2,,Đường Đường Huyện 22,,,,,,Phu Hoa,,0,Phu Yen,PY,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Thế Phong,Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Man Thiện,Phường Tăng Nhơn Phú,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 17,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.203931,106.467172,"Đường tỉnh 398B, HD, Vietnam",,,Đường tỉnh 398B,,,,,0.34445250000000005,Chi Linh,0.095699238075,,Hai Duong,HD,Vietnam,vn,0.0478496190375,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hiệp Thành 13,Quận 12,TP. Hồ Chí Minh",10.639274,106.74945188544562,"Hiep Phuoc LNG Power Plant, Ho Chi Minh City, Vietnam",,Hiep Phuoc LNG Power Plant,,,Hiep Phuoc LNG Power Plant,,Ho Chi Minh City,0.2,Xã Hiệp Phước,,,,,Vietnam,vn,0.05,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"ĐƯỜNG SỐ 4-TB,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.013285,105.80933,"Đường số 24, VL, Vietnam",,,Đường số 24,,,,,0.2,Binh Minh,0.18000000000000002,,Vinh Long,VL,Vietnam,vn,0.09000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tôn Đản,Phường 12,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Bến Phú Định,Phường 16,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Lý Chính Thắng,Phường 14,Quận 3,TP. Hồ Chí Minh",10.784274,106.678627,"Quan 3, Vietnam",,Quan 3,,,,,,,Quan 3,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 15,Phường Linh Chiểu,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,Thu Duc,0.1111111111111111,Thu Duc,,,Ho Chi Minh,HC,Vietnam,vn,0.01943067033976125,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Bá Giao,Phường An Nhơn,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Tấn Phong,Phường Đức Nhuận,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đỗ Tấn Phong,Phường 04,Quận Phú Nhuận,TP. Hồ Chí Minh",10.79475,106.6763,"Quan Phu Nhuan, HC, Vietnam",,,,,,,Quan Phu Nhuan,0.2222222222222222,Phu Nhuan,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường ĐT 43,Phường Tam Bình,TP. Hồ Chí Minh(Mới)",10.7763897,106.7011391,"Ho Chi Minh City, Vietnam",,,,,,71006,Ho Chi Minh City,0.9,,,,,,Vietnam,vn,0.45,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Hương Lộ 80B,Xã Phạm Văn Hai,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hiệp Thành,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.7824462,106.6221599,"Phụ tùng Kỳ Tân Phú, 14, Đường Phạm Văn Xảo, Ho Chi Minh City, HC 70000, Vietnam",14,Phụ tùng Kỳ Tân Phú,Đường Phạm Văn Xảo,,,70000,Ho Chi Minh City,0.45,Phường Phú Thạnh,0.11252114999999999,,Ho Chi Minh,HC,Vietnam,vn,0.05626057499999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Hưng Đạo,Phường Tân Sơn Nhì,Quận Tân Phú,TP. Hồ Chí Minh",10.78379,106.63704,"Quan Tan Phu, HC, Vietnam",,,,,,,Quan Tan Phu,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 23,Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.66513,106.556862,"Đường Tổ 23, HC, Vietnam",,,Đường Tổ 23,,,,,0.2,Binh Chanh,0.18000000000000002,,Ho Chi Minh,HC,Vietnam,vn,0.18000000000000002,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 138, Phường Tân Phú,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,Quan Chin,0.2222222222222222,Quan 9,,,Ho Chi Minh,HC,Vietnam,vn,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 8, Phường Tăng Nhơn Phú B,Phường Tăng Nhơn Phú B,Quận 9,TP. Hồ Chí Minh",10.797559,106.687121,"Hoa Phượng, Ho Chi Minh City, HC 72210, Vietnam",,,Hoa Phượng,,,72210,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đặc khu Côn Đảo,TP. Hồ Chí Minh",21.08333,106.35,"Kiet Dac, HD, Vietnam",,,,,,,Kiet Dac,0.38272500000000004,Chi Linh,,,Hai Duong,HD,Vietnam,vn,0.09568125000000001,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Huy Ích,Phường Vũng Tàu,TP. Hồ Chí Minh(Mới)",10.82674,106.631331,"Đường Phan Huy Ích, Ho Chi Minh City, HC, Vietnam",,,Đường Phan Huy Ích,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Số 9,Phường 16,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.022222222222222227,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 27,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thông Tây Hội,Phường 12,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 14,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đoàn Văn Bơ,Phường 14,Quận 4,TP. Hồ Chí Minh",10.759676,106.703296,"Quan 4, Vietnam",,Quan 4,,,,,,,Quan 4,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vành Đai 3,Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hải Thượng Lãn Ông,Phường 10,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phan Văn Hân,Phường 17,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Võ Văn Kiệt,Xã Lê Minh Xuân,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,0.2,Binh Chanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Văn Trân (Đường Liên Ấp 4-5),Xã Đa Phước,Huyện Bình Chánh,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 10 (Kdc Sông Ông Lớn - Kcn Số 6 - Lô Số 4),Xã An Phú Tây,Huyện Bình Chánh,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"đường Hoàng Diệu,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Trãi,Phường 12,Quận 5,TP. Hồ Chí Minh",10.75567,106.66745,"Quan Nam, HC, Vietnam",,,,,,,Quan Nam,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Lê Văn Huân,Phường 13,Quận Tân Bình,TP. Hồ Chí Minh",10.81691,106.63832,"Tan Binh, Vietnam",,Tan Binh,,,,,,,Tan Binh,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thông Tây Hội,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,Go Vap,0.2,Binh Thanh,,,Ho Chi Minh,HC,Vietnam,vn,0.1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 53,Phường Tân Quy,Quận 7,TP. Hồ Chí Minh",10.849108,106.64441,"Đường số 53, Ho Chi Minh City, HC, Vietnam",,,Đường số 53,,,,Ho Chi Minh City,0.15,Quan 8,0.15,,Ho Chi Minh,HC,Vietnam,vn,0.15,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Thị Cờ,Phường Thới An,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,Xa Moi,,Cu Chi,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Phạm Vấn,Phường Phú Thọ Hòa,Quận Tân Phú,TP. Hồ Chí Minh",10.781358,106.622158,"Tan Phu, Vietnam",,Tan Phu,,,,,,,Tan Phu,,,Ho Chi Minh,HC,Vietnam,vn,0.225,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trung Mỹ Tây 1,Phường Trung Mỹ Tây,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,,,Ho Chi Minh,HC,Vietnam,vn,0.08731523783929053,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thới An 06,Phường Thới An,Quận 12,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đinh Kiến,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường A1,Phường  An Lạc,Quận Bình Tân,TP. Hồ Chí Minh",10.80889,106.796895,"Đường A1, Ho Chi Minh City, HC, Vietnam",,,Đường A1,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0.2857142857142857,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Đặng Quốc Vĩnh,Xã Đông Thạnh,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tô Ký-Ấp Đông,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,Ho Chi Minh City,,Quan 8,,,Ho Chi Minh,HC,Vietnam,vn,0,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
