original_address,lat,lon,formatted,housenumber,name,county_code,postcode,suburb,district,street,city,county,state,state_code,country,country_code,confidence_street_level,confidence_building_level,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Đường Xuân Thới Thượng 53,Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",10.855774,106.562474,"53, Đường Xuân Thới Thượng 2, HC, Vietnam",53,,,,,,Đường Xuân Thới Thượng 2,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 28,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.84333,106.75167,"Linh Dong, HC, Vietnam",,,,,,,,Linh Dong,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.08930249999999999,0.35720999999999997,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nguyễn Phú Cảnh (Đường Đình Bình Điền),Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Quốc Lộ 1K (Kha Vạn Cân Cũ) - Quận Thủ Đức (Cũ),Phường Linh Xuân,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Phường Bình Tây,TP. Hồ Chí Minh",10.78126,106.73817,"Phường Bình Khánh, HC, Vietnam",,,,,,,,Phường Bình Khánh,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0.08333333333333333,0.3333333333333333,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Tiền Lân 13,Xã Bà Điểm,TP. Hồ Chí Minh(Mới)",10.830793,106.598737,"13, Đường Tiền Lân 13, HC, Vietnam",13,,,,,,Đường Tiền Lân 13,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường Dân Chủ,Phường Bình Thọ,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.01943067033976125,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Các Đường Số 1A, 1B, 3A, 4B, 6C, 8, 8A, 10, 11, 13, 15, 15A, 17A, 20, 21B, 22, 24, 24A, 24B, 25B, 27, 28, 30, 32, 32A, 33, 34, 34A, 36, 41 Thuộc Khu Dân Cư Bình Trị Đông B (P. Btđb, P. An Lạc A),Phường Tân Tạo A,Quận Bình Tân,TP. Hồ Chí Minh",10.77951,106.616654,"1b, Đường Số 1A, Ho Chi Minh City, HC, Vietnam",1b,,,,,,Đường Số 1A,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Võ Thị Hồi,Xã Xuân Thới Sơn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 86,Xã Tân Phú Trung,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10, Phường Bình Hưng Hòa,Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.012352867885134,105.79205800986533,"Số 10, Cần Thơ, 94200, Vietnam",,Số 10,,94200,,Phường Cái Răng,Số 10,Cần Thơ,,,,Vietnam,vn,,,0.14285714285714285,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Phạm Hữu Tâm,Thị trấn Củ Chi,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 504, Phường An Lạc A,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Các Đường 1A, 2,3, Lô D Thuộc Khu Dân Cư Nam Hùng Vương ( Đường 15M),Phường An Lạc A,Quận Bình Tân,TP. Hồ Chí Minh",10.8418449,106.7063487,"Lux Wine, 1A, Đường số 18, Khu phố 22, Ho Chi Minh City, HC 71400, Vietnam",1A,Lux Wine,,71400,Khu phố 22,,Đường số 18,Ho Chi Minh City,Phường Hiệp Bình,Ho Chi Minh,HC,Vietnam,vn,,0,0.020999999999999998,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Quách Điêu,Phường Cô Giang,Quận 1,TP. Hồ Chí Minh",10.777353,106.698089,"Quan 1, Vietnam",,Quan 1,,,,,,Ho Chi Minh City,Quan 1,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 40,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"40, Quản Bạch, DT, Vietnam",40,,,,,,Quản Bạch,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0.041666666666666664,0,0.01875,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trương Đình Hội,Phường 16,Quận 8,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Hà Duy Phiên,Xã Bình Mỹ,Huyện Củ Chi,TP. Hồ Chí Minh",10.996532,106.573063,"Đường Dương Thị Phua, HC, Vietnam",,,,,,,Đường Dương Thị Phua,,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 26,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",10.7530358,106.63256074520149,"Toyota Hung Vuong Ho Chi Minh Viet Nam, 26, Kinh Duong Vuong, Ho Chi Minh City, HC 70000, Vietnam",26,Toyota Hung Vuong Ho Chi Minh Viet Nam,,70000,,,Kinh Duong Vuong,Ho Chi Minh City,Phường Phú Lâm,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường An Phú Đông 13,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh",10.805853,106.75099,"13, Đường 13, Ho Chi Minh City, HC, Vietnam",13,,,,,,Đường 13,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,0,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nhị Bình 16,Xã Nhị Bình,Huyện Hóc Môn,TP. Hồ Chí Minh",10.902585,106.684714,"16, Đường Nhị Bình 19, HC, Vietnam",16,,,,,,Đường Nhị Bình 19,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Tân Hiệp 5,Xã Tân Hiệp,Huyện Hóc Môn,TP. Hồ Chí Minh",9.998193,105.261549,"5, Đường tỉnh 963, KG, Vietnam",5,,,,,,Đường tỉnh 963,,Tan Hiep,Kien Giang,KG,Vietnam,vn,0.09523809523809523,0,0.04285714285714286,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường số 21,Phường 8,Quận Gò Vấp,TP. Hồ Chí Minh",10.81667,106.68333,"Go Vap, HC, Vietnam",,,,,,,,Go Vap,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Liên ấp 3 - 4 - 5,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.6525711,106.6193109,"Đường liên ấp 3-4-5, Đoàn Nguyễn Tuấn, HC 71812, Vietnam",,Đường liên ấp 3-4-5,,71812,,,Đoàn Nguyễn Tuấn,,Xã Hưng Long,Tây Ninh Province,HC,Vietnam,vn,0.1458,,0.0729,0.2,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Vườn Thơm,Xã Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thế Lữ,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đông Thạnh 2,Xã Đông Thạnh,TP. Hồ Chí Minh(Mới)",10.753687,106.6628054,"2, Phu Dong Thien Vuong Street, Cholon, Ho Chi Minh City, 73000, Vietnam",2,,,73000,Cholon,,Phu Dong Thien Vuong Street,Ho Chi Minh City,,,,Vietnam,vn,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Xã Thường Tân,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường số 9,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.05555555555555555,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Số 45,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Lương Văn Nho,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Dương Thị Năm,Xã Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",20.32681,106.18183,"Xã Nam Dương, ND, Vietnam",,,,,,,,Xã Nam Dương,Nam Truc,Nam Dinh,ND,Vietnam,vn,,,0,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Lý Nam Đế,Thị trấn Hóc Môn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Lộc 39,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"39, Quản Bạch, DT, Vietnam",39,,,,,,Quản Bạch,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0.041666666666666664,0,0.01875,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trung Mỹ,Xã Tân Xuân,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 47,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"47, Đường Thạnh Xuân 52, HC, Vietnam",47,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 12,Phường Thạnh Lộc,Quận 12,TP. Hồ Chí Minh",10.43943,105.623504,"12, Quản Bạch, DT, Vietnam",12,,,,,,Quản Bạch,,TP Cao Lanh,Dong Thap,DT,Vietnam,vn,0.041666666666666664,0,0.01875,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường F11,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Đại Nghĩa,Xã Tân Nhựt,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 3 Tháng 2,Phường Rạch Dừa,TP. Hồ Chí Minh(Mới)",10.7755672329876,106.67993747298739,"Đường 3 Tháng 2, Ho Chi Minh City, 70001, Vietnam",,Đường 3 Tháng 2,,70001,,,Đường 3 Tháng 2,Ho Chi Minh City,Phường Hòa Hưng,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Mạc Đỉnh Chi,Phường Sài Gòn,TP. Hồ Chí Minh(Mới)",10.783888639519533,106.70041278226536,"Mạc Đĩnh Chi, Saigon, Ho Chi Minh City, 71006, Vietnam",,Mạc Đĩnh Chi,,71006,Saigon,Khu phố 2,Mạc Đĩnh Chi,Ho Chi Minh City,,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Huỳnh Thị Đát,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường số 7A,Phường Linh Trung,Quận Thủ Đức,TP. Hồ Chí Minh",21.08333,106.31667,"Lý Dưởng, HD, Vietnam",,,,,,,,Lý Dưởng,Chi Linh,Hai Duong,HD,Vietnam,vn,,,0.04219543125,0.168781725,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"Đường Hưng Long - Qui Đức,Xã Hưng Long,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Nơ Trang Long,Phường 11,Quận Bình Thạnh,TP. Hồ Chí Minh",10.808551,106.70315,"Binh Thanh, Vietnam",,Binh Thanh,,,,,,,Binh Thanh,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Trần Văn Giàu,Phường Tân Tạo,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường An Thới Đông,Xã An Thới Đông,Huyện Cần Giờ,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 5, Phường Bình Trị Đông B,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Xương Cá 1,Xã Long Thới,Huyện Nhà Bè,TP. Hồ Chí Minh",10.6956953,106.7395591,"Nhà Bè, Vietnam",,,,72915,,,,Nhà Bè,Xã Nhà Bè,,,Vietnam,vn,,,0.027777777777777776,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lê Văn Lương,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 15,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",20.818092382110006,106.7004822289061,"Đường 15, Phường Hưng Đạo, Hải Phòng, 04813, Vietnam",,Đường 15,,04813,Phường Hưng Đạo,Dương Kinh District,Đường 15,Hải Phòng,,,,Vietnam,vn,0.5984999999999999,,0.29924999999999996,0.5984999999999999,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường 109, Phường Phước Long B,Phường Phước Long B,Quận 9,TP. Hồ Chí Minh",10.88228745,106.76693634547452,"Chùa Linh Phước, Đường số 11, Khu phố 27, Ho Chi Minh City, 75350, Vietnam",,Chùa Linh Phước,,75350,Khu phố 27,,Đường số 11,Ho Chi Minh City,Phường Linh Xuân,,,Vietnam,vn,,,0.03473527900499999,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Lý Thị Chừng,Xã Phú Hòa Đông,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường 19,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.018091036558257244,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường 26 tháng 3,Phường Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",10.752719,106.589787,"Binh Tan, Vietnam",,Binh Tan,,,,,,,Binh Tan,Ho Chi Minh,HC,Vietnam,vn,,,0.225,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"đường Kha Vạn Cân,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Số 11, Phường Bình Hưng Hòa,Phường Bình Trị Đông A,Quận Bình Tân,TP. Hồ Chí Minh",10.00767005,105.7870738,"Số 11, Cần Thơ, 94200, Vietnam",,Số 11,,94200,,Phường Cái Răng,Số 11,Cần Thơ,,,,Vietnam,vn,,,0.14285714285714285,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"đường 22,Phường Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",10.84863,106.77209,"Thu Duc, HC, Vietnam",,,,,,,,Thu Duc,Thu Duc,Ho Chi Minh,HC,Vietnam,vn,,,0.018091036558257244,0.1111111111111111,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Đoàn Nguyễn Tuấn,Xã Quy Đức,Huyện Bình Chánh,TP. Hồ Chí Minh",10.69541,106.59128,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Binh Chanh,Ho Chi Minh,HC,Vietnam,vn,,,0.1,0.2,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Vườn Điều,Phường Tân Hưng,TP. Hồ Chí Minh(Mới)",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Thạnh Xuân 10,Quận 12,TP. Hồ Chí Minh",10.89511,106.679433,"10, Đường Thạnh Xuân 52, HC, Vietnam",10,,,,,,Đường Thạnh Xuân 52,,Hoc Mon,Ho Chi Minh,HC,Vietnam,vn,0.19999999999999998,0,0.09999999999999999,0.2222222222222222,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Thạnh Lộc 52,Quận 12,TP. Hồ Chí Minh",10.875026,106.65772,"Quan 12, Vietnam",,Quan 12,,,,,,,Quan 12,Ho Chi Minh,HC,Vietnam,vn,,,0.1125,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 9 (Kdc Bình Hưng),Xã Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",11.2828211,106.3645812,"TH-Dung-Hùng Vương-TT.Dầu Tiếng-Huyện Dầu Tiến-Bình Dương-0379757611, Đường Hùng Vương, Khu phố 4A, Dầu Tiếng, BI, Vietnam",,TH-Dung-Hùng Vương-TT.Dầu Tiếng-Huyện Dầu Tiến-Bình Dương-0379757611,,,Khu phố 4A,,Đường Hùng Vương,Dầu Tiếng,Xã Dầu Tiếng,Bin Duong,BI,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Trần Tử Bình,Xã Tân Thông Hội,Huyện Củ Chi,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Ngô Chí Quốc - Quận Thủ Đức (Cũ),Phường Bình Chiểu,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.996532,106.573063,"Đường Dương Thị Phua, HC, Vietnam",,,,,,,Đường Dương Thị Phua,,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,0.45927000000000007,,0.013869203329369811,0.63,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Cát Lái,TP. Hồ Chí Minh",10.7745016,106.78055541589964,"Viện Kiểm sát Nhân dân Cấp cao tại Thành phố Hồ Chí Minh, 268, Đường Võ Chí Công, Ho Chi Minh City, 08408, Vietnam",268,Viện Kiểm sát Nhân dân Cấp cao tại Thành phố Hồ Chí Minh,,08408,,,Đường Võ Chí Công,Ho Chi Minh City,Phường Cát Lái,,,Vietnam,vn,0.012345679012345678,,0.012345679012345678,0.1111111111111111,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Thị Ngâu,Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",10.781971,106.693081,"Ho Chi Minh City, HC, Vietnam",,,,,,,,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Tp. Thủ Đức,Phường Cát Lái,Thành phố Thủ Đức,TP. Hồ Chí Minh",,,,,,,,,,,,,,,,,,,,,,,
"Đường Nguyễn Thị Rành,Xã Tân An Hội,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Xã Phú Hòa Đông,TP. Hồ Chí Minh",11.01592775,106.5430124906508,"Nghĩa trang chính sách Thành phố Hồ Chí Minh, Xã Phú Hòa Đông, Vietnam",,Nghĩa trang chính sách Thành phố Hồ Chí Minh,,,,,,,Xã Phú Hòa Đông,,,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Phường Thủ Thiêm,Thành phố Thủ Đức,TP. Hồ Chí Minh",10.8040647,106.7460498,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Road No.9, Ho Chi Minh City, HC 71108, Vietnam",,"A40.05 Aspen Tower, Gateway, 177 Hanoi Highway, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",,71108,,,Road No.9,Ho Chi Minh City,Phường An Khánh,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Duy Trinh,Quận 9,TP. Hồ Chí Minh",10.8397,106.77093,"Quan Chin, HC, Vietnam",,,,,,,,Quan Chin,Quan 9,Ho Chi Minh,HC,Vietnam,vn,,,0.1111111111111111,0.2222222222222222,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Quận Gò Vấp,TP. Hồ Chí Minh",10.84081,106.66848,"Go Vap, Vietnam",,Go Vap,,,,,,,Go Vap,Ho Chi Minh,HC,Vietnam,vn,,,0.1125,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
"đường D7,Xã Bàu Bàng,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Phường Thuận An,TP. Hồ Chí Minh",10.804498,106.794057,"Liên Phường, Ho Chi Minh City, HC, Vietnam",,,,,,,Liên Phường,Ho Chi Minh City,Quan 8,Ho Chi Minh,HC,Vietnam,vn,,,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Đường Nguyễn Hữu Trí,Xã Tân Nhựt,TP. Hồ Chí Minh(Mới)",11.13333,106.45,"Xa Moi, HC, Vietnam",,,,,,,,Xa Moi,Cu Chi,Ho Chi Minh,HC,Vietnam,vn,,,0,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 10,Phường Bình Thuận,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.09446064139941689,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
"Đường Số 7,Phường Tân Phong,Quận 7,TP. Hồ Chí Minh",10.735719,106.727203,"Quan 7, Vietnam",,Quan 7,,,,,,,Quan 7,Ho Chi Minh,HC,Vietnam,vn,,,0.10267089180624715,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
